First Name,Last Name,Email Address,Salt,Date of Birth,Contact Number,Address
Noël,Thompson,Nol.Thompson@mail.kkhair.net,77021bb2c672f6c9,1957/07/04,+ 5259357076509462  ,"Sugar Cane Way #132, Clarendon, 15657, Jamaica"
Kirsten,Williams,Kirsten.Williams@kandk-hair.co,02e1164fc50beeff,1962/08/05,964-6077-359,"Coral Ridge #238, Gros Islet, LC10 201, St. Lucia"
Kirsten,Ramdeen,Kirsten.Ramdeen.79@kandk-hair.co,aa5d5148f8f3355c,1972/09/02,+ 778650  ,"Queen's Road #63, St. John Figtree, KN0302, St. Kitts & Nevis"
Dwayne,Williams,Dwayne.Williams@kandk-hair.co,3647bea69232af16,1988/02/22,+ 4554620  ,"Seaview Terrace #48, St. Peter, BB23026, Barbados"
Tanesha,Johnson,TANESHA.JOHNSON@kkhairemporium.com,339583939026bc63,1970/02/09,209-844,"Independence Ave #3, Castries, LC04 101, St. Lucia"
Tia,Holder,TIA.HOLDER_963@kkhairemporium.com,361a463bc5795804,1977/08/03,+ 4238670  ,"Harbour View #245, Port of Spain, 00000, Trinidad & Tobago"
Kofi,Núñez,Kofi.Nez@mail.kkhair.net,910761b20f49e4b8,1986/01/27,+ 6398523818289363  ,"Sunset Blvd #224, Clarendon, 18, Jamaica"
José,Morris,JOS.MORRIS-214@loyalty.kkhair.com,d7cb0a082f7f4478,1998/09/05,+ 8171899  ,"Bamboo Crescent #239, St. Ann, 02, Jamaica"
Zoë De la,Cruz,Zo.Cruz@kkhairemporium.com,c571da8007307d9b,1958/05/11,(170) 28461687,"Independence Ave #35, Arima, 00000, Trinidad & Tobago"
Marlon,Joseph,Marlon.Joseph_757@MAIL.KKHAIR.NET,891edee54311e4__,1982/11/04,(780) 410486671,"Sunset Blvd #64, San Fernando, 00000, Trinidad & Tobago"
Tyrone,Dottin,Tyrone.Dottin-577@MAIL.KKHAIR.NET,ae19970e749cdf81,1960/02/13,+1 (868) 69247048,"Hibiscus Lane #263, Port of Spain, TT8246, Trinidad & Tobago"
Noël,Williams,Nol.Williams-803@mail.kkhair.net,984d28aa6ea4c4b1,1979/03/13,+1 (758) 59358035288,"Coral Ridge #160, Castries, LC10 201, St. Lucia"
Andre,Jean-Baptiste,Andre.Jean-Baptiste@mail.kkhair.net,8c8719d911d0c4c9,1966/04/18,+ 8546091210407254  ,"Seaview Terrace #235, Vieux Fort, LC10 201, St. Lucia"
Andre,Forde,ANDRE.FORDE@kandk-hair.co,c164b1797884eb47,1999/10/20,957-8127-31742,"Coconut Walk #292, Diego Martin, 44414, Trinidad & Tobago"
Andre,Clarke,Andre.Clarke-199@loyalty.kkhair.com,62e70b1f67ee734f,1979/09/08,+1 (246) 590826800907,"Sugar Cane Way #160, St. George, BB14000, Barbados"
Aaliyah,Hernández,AALIYAH.HERNNDEZ@mail.kkhair.net,8c43fc869693dce8,1994/08/14,491-1066-726,"Seaview Terrace #287, Couva-Tabaquite-Talparo, TT9368, Trinidad & Tobago"
Rohan,Ramdeen-Browne,Rohan.Ramdeen-Browne.714@kandk-hair.co,8aafab49b4c3a286,1996/01/16,+ 871355669633  ,"Queen's Road #233, Couva-Tabaquite-Talparo, 78587, Trinidad & Tobago"
Sade,Brathwaite,Sade.Brathwaite@kandk-hair.co,142b1368771d5fa5,1995/01/20,+ 912759395571  ,"Hibiscus Lane #290, Kingston, 05, Jamaica"
Chloë,Williams,CHLO.WILLIAMS@loyalty.kkhair.com,94d9615f127f45ZZ,1987/06/14,149-628,"Independence Ave #160, Dennery, LC10 201, St. Lucia"
Kirsten,Alleyne,KIRSTEN.ALLEYNE@MAIL.KKHAIR.NET,7b2dad2798177370,2006/12/21,939-8012-201,"Coconut Walk #241, Diego Martin, 00000, Trinidad & Tobago"
Shanice,Clarke,SHANICE.CLARKE_951@kandk-hair.co,3df5135b073efaZZ,1964/06/09,343-8715-1547,"Seaview Terrace #41, St. James, 13, Jamaica"
Marlon,Brathwaite,MARLON.BRATHWAITE@mail.kkhair.net,680d6c021b0591__,1997/01/30,+ 85796886  ,"Cedar Park #140, St. John Figtree, KN0101, St. Kitts & Nevis"
Latoya,Browne,LATOYA.BROWNE@kandk-hair.co,984e77acb472dec5,1968/12/14,+ 166334  ,"Queen's Road #116, St. Peter Basseterre, KN0101, St. Kitts & Nevis"
Keisha,Holder,Keisha.Holder@kandk-hair.co,396894223ea889af,1969/12/15,12911647,"Sunset Blvd #284, Manchester, 33544, Jamaica"
Dwayne,Browne,Dwayne.Browne-746@kandk-hair.co,f571ae58a620248c,1976/05/28,606-6961-0,"Market Street #197, San Fernando, TT4368, Trinidad & Tobago"
Kofi,Johnson,Kofi.Johnson-613@KKHAIREMPORIUM.COM,5a0462d10815f5d7,1965/02/13,5079669,"Palm Grove #284, Soufrière, LC12 301, St. Lucia"
Sofía,Núñez,SOFA.NEZ_90@kkhairemporium.com,b7acb7a587fea1ed,1987/07/11,+1 (868) 251225846790,"Queen's Road #235, San Fernando, TT5128, Trinidad & Tobago"
Noël,Browne,Nol.Browne-577@mail.kkhair.net,2494dafa7a26fc7a,1980/07/04,+1 (876) 0633461,"Coconut Walk #67, Clarendon, 14, Jamaica"
Tyrone,Joseph,Tyrone.Joseph@kandk-hair.co,7671b99297dd1506,1997/04/11,677-7736-576,"Market Street #25, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Zoë,Lewis,ZO.LEWIS@mail.kkhair.net,b6ee35b5829b2ca2,1979/10/15,900-4152,"Cedar Park #202, Clarendon, 49128, Jamaica"
Sofía,Forde,Sofa.Forde@kkhairemporium.com,917d7c8d0aba3d32,1984/12/25,69619212,"Hibiscus Lane #96, Gros Islet, LC12 301, St. Lucia"
Rashida,García,Rashida.Garca@mail.kkhair.net,2d847034f9c03fc6,1963/02/12,606-2230,"Market Street #218, Gros Islet, LC04 101, St. Lucia"
Latoya,Greenidge,Latoya.Greenidge@LOYALTY.KKHAIR.COM,5e9c6a47ad234070,1993/07/06,+1 (758) 53111281779,"Seaview Terrace #299, Vieux Fort, 9283, St. Lucia"
Tia,Campbell,Tia.Campbell@kkhairemporium.com,07fb6b63648a4ead,1963/10/21,07126524948,"Queen's Road #25, Couva-Tabaquite-Talparo, 42705, Trinidad & Tobago"
Khadija,Campbell,Khadija.Campbell@kkhairemporium.com,454c3a80498968ae,1991/09/20,091595,"Sunset Blvd #122, St. Paul Charlestown, 9782, St. Kitts & Nevis"
Kareem,Alleyne,Kareem.Alleyne@kandk-hair.co,80a8df71bd315a63,1970/10/19,095804014615,"Bay Street #215, Christ Church, BB23026, Barbados"
Kofi,Núñez,KOFI.NEZ@loyalty.kkhair.com,d115c09d03e8a63c,1967/01/12,+ 73216502  ,"Coconut Walk #38, Port of Spain, TT7371, Trinidad & Tobago"
Sofía De la,Cruz,SOFA.CRUZ@LOYALTY.KKHAIR.COM,f732f3f80068bc8c,1998/09/02,+1 (758) 3660474,"Mango Tree Drive #151, Vieux Fort, 7199, St. Lucia"
Rohan,Best,Rohan.Best@kandk-hair.co,dd9163d6cf2ea482,1976/11/24,+1 (246) 9539526,"Bay Street #138, Christ Church, BB17001, Barbados"
Anaïs,Greenidge,Anas.Greenidge-635@mail.kkhair.net,9bcafe7c31680af6,1991/01/07,+ 69430721  ,"Cedar Park #298, St. George Basseterre, KN0101, St. Kitts & Nevis"
Renée,Greenidge,Rene.Greenidge@kkhairemporium.com,aede34caf52435fb,1969/10/07,585537,"Seaview Terrace #299, Port of Spain, 00000, Trinidad & Tobago"
Jermaine,Hernández,JERMAINE.HERNNDEZ@mail.kkhair.net,4731d91ef5d55a94,1973/06/29,+ 366547587837  ,"Coconut Walk #249, Manchester, 29556, Jamaica"
Rashida van der,Kringle,Rashida.Kringle@kandk-hair.co,d8f4ad19ce516d0c,1964/08/23,+ 973122  ,"Bamboo Crescent #180, St. George Basseterre, 4027, St. Kitts & Nevis"
Tia,Greenidge,Tia.Greenidge_754@kandk-hair.co,d2e0b271ae7537ce,2005/04/01,(055) 7052950,"Queen's Road #171, Chaguanas, 00000, Trinidad & Tobago"
D’Andre,Williams,DANDRE.WILLIAMS@mail.kkhair.net,e28187e934c3f700,1956/08/16,405-0810,"Market Street #7, St. Catherine, 17, Jamaica"
Zoë,García,Zo.Garca_985@kkhairemporium.com,259ded8434b6c51e,1978/12/30,(920) 3314656571665,"Cedar Park #287, St. Thomas Lowland, KN0101, St. Kitts & Nevis"
Dwayne,Ramdeen,Dwayne.Ramdeen@MAIL.KKHAIR.NET,48fc835d36bbf8ac,1956/03/12,(442) 78859,"Cedar Park #259, Christ Church, BB17001, Barbados"
Jermaine,Williams,JERMAINE.WILLIAMS@loyalty.kkhair.com,4cafa16209e280ff,1971/05/11,697-4721-71243,"Palm Grove #212, St. George Basseterre, 1577, St. Kitts & Nevis"
Latoya,Brathwaite,Latoya.Brathwaite@kkhairemporium.com,dff88fd26edc6c9c,1976/09/24,(379) 2262,"Hibiscus Lane #154, St. John Figtree, KN0503, St. Kitts & Nevis"
Latoya,Grant,LATOYA.GRANT@loyalty.kkhair.com,d0fd528bfe7dc0a3,1963/05/10,+1 (876) 885874895571,"Coconut Walk #249, Clarendon, 60969, Jamaica"
Jéssica,Dottin,Jssica.Dottin@loyalty.kkhair.com,f6ed71fe77dcd0ff,1984/03/28,+1 (246) 2962901079,"Palm Grove #29, St. Philip, BB23026, Barbados"
Latoya,Jean-Baptiste,LATOYA.JEAN-BAPTISTE@kandk-hair.co,86d3de56cdad1cff,1986/05/23,(250) 4025898,"Mango Tree Drive #125, Clarendon, 11, Jamaica"
Jamal Grant,Singh,JAMAL.SINGH@mail.kkhair.net,079c353b13c8a8dc,1988/03/02,+ 9876229579  ,"Sunset Blvd #80, Vieux Fort, 4588, St. Lucia"
Andre van der,Kringle,ANDRE.KRINGLE_668@kandk-hair.co,883b5d89b4d9b823,1996/07/12,837-3965-242760741,"Coconut Walk #260, St. John Figtree, KN0302, St. Kitts & Nevis"
Shanice,Pérez,Shanice.Prez_334@LOYALTY.KKHAIR.COM,bb20b84b4fa0bc18,2002/02/25,(340) 2937,"Sugar Cane Way #7, Soufrière, 3561, St. Lucia"
Kirsten,Baptiste,Kirsten.Baptiste@mail.kkhair.net,498626dfbf5cd80a,1992/12/02,317790534038,"Seaview Terrace #257, St. Andrew, 06, Jamaica"
D’Andre De la,Cruz,DANDRE.CRUZ-287@kkhairemporium.com,82a20cd0d57cb1ZZ,1991/10/26,518-2613,"Seaview Terrace #90, Gros Islet, 6094, St. Lucia"
Mikaël St.,Clair-Jean-Baptiste,Mikal.Clair-Jean-Baptiste@kandk-hair.co,045cf31cdad05956,1994/12/28,+1 (869) 32279975,"Coconut Walk #42, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
Jermaine,Thompson,Jermaine.Thompson@KKHAIREMPORIUM.COM,2a94c1e4923d8685,1961/04/03,(822) 3064211684603,"Coconut Walk #243, St. Catherine, 96360, Jamaica"
Latoya,Ramdeen,Latoya.Ramdeen@kandk-hair.co,949d8f74ba1da40a,1974/08/20,(578) 90355081,"Bay Street #226, Manchester, 04, Jamaica"
Tanesha,Brathwaite,Tanesha.Brathwaite@kkhairemporium.com,80513cfa71027829,1986/04/27,+ 4654840000400464  ,"Market Street #27, Soufrière, LC04 101, St. Lucia"
D’Andre,Thompson,DAndre.Thompson@loyalty.kkhair.com,353cb5b13ba0973a,1994/05/27,(763) 1032319,"Bay Street #37, St. John Figtree, KN0101, St. Kitts & Nevis"
Tia,Johnson,Tia.Johnson@mail.kkhair.net,5ea2899009ca8c74,1980/12/11,+ 764973780534  ,"Cedar Park #258, Soufrière, 1299, St. Lucia"
Jermaine,Johnson,Jermaine.Johnson@mail.kkhair.net,f0bdea30bd6df198,1997/11/01,5015544,"Bay Street #57, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
José,Singh,Jos.Singh-646@kandk-hair.co,50a0a60e5ff44fca,2004/11/28,+ 6036698027644829  ,"Sugar Cane Way #285, St. Paul Charlestown, KN0302, St. Kitts & Nevis"
Chloë,Holder,Chlo.Holder@loyalty.kkhair.com,b3240671bcdd8469,2005/01/10,+ 3773485030  ,"Sugar Cane Way #247, St. Thomas Lowland, KN0302, St. Kitts & Nevis"
Renée,Pérez-Greenidge,Rene.Prez-Greenidge@loyalty.kkhair.com,825de5ff8fc2190e,1969/11/02,180-2040,"Cedar Park #196, St. Catherine, 06, Jamaica"
Keisha,García,Keisha.Garca@KANDK-HAIR.CO,a287a18f22019a12,1976/09/30,934-7796-605,"Sugar Cane Way #58, St. George, 52988, Barbados"
Tyrone,Brathwaite,Tyrone.Brathwaite-886@loyalty.kkhair.com,3393c1b02fabf15c,2004/03/14,426-7088-0501,"Queen's Road #24, Chaguanas, 00000, Trinidad & Tobago"
Renée,Best,RENE.BEST@MAIL.KKHAIR.NET,c2e01d287dbf47ec,1964/05/26,760-1751-800778428,"Queen's Road #129, St. George Basseterre, KN0101, St. Kitts & Nevis"
Khadija van der,Kringle,KHADIJA.KRINGLE@MAIL.KKHAIR.NET,5e5bf76de81351b8,1996/09/29,+ 62083610  ,"Bamboo Crescent #201, St. George, BB14000, Barbados"
Aaliyah,Baptiste,Aaliyah.Baptiste@kkhairemporium.com,136a58e22efb0b36,1965/10/19,+1 (758) 4120074045156993,"Seaview Terrace #137, Castries, LC04 101, St. Lucia"
Rashida,Greenidge,Rashida.Greenidge@kandk-hair.co,73c04a04f080097d,1993/06/18,578-9663-680,"Mango Tree Drive #21, St. Peter, BB17001, Barbados"
Jéssica,Joseph,JSSICA.JOSEPH@mail.kkhair.net,ce52dc00cc25f195,2003/10/31,+1 (869) 22419979703,"Harbour View #166, St. Paul Charlestown, 1380, St. Kitts & Nevis"
Zoë,Clarke,Zo.Clarke@loyalty.kkhair.com,0ddd91af970f06e5,1985/01/01,+ 415578  ,"Cedar Park #124, St. John Figtree, KN0302, St. Kitts & Nevis"
Rohan St. Clair,Jean-Baptiste,Rohan.Jean-Baptiste@mail.kkhair.net,90e8c803aee9dc43,1998/08/01,4586672,"Queen's Road #219, Chaguanas, 92723, Trinidad & Tobago"
José,Best,JOS.BEST-793@loyalty.kkhair.com,8dd5dd217bcbf819,1962/02/08,600-126,"Cedar Park #297, St. Andrew, 29091, Jamaica"
Kirsten,Núñez,Kirsten.Nez@mail.kkhair.net,bb6fabfa5182ba55,1959/06/18,77444332945,"Sunset Blvd #205, Chaguanas, TT1335, Trinidad & Tobago"
José van der,Kringle,Jos.Kringle@MAIL.KKHAIR.NET,e995572c84344dbb,1997/02/24,+ 9991584345  ,"Palm Grove #93, Chaguanas, 00000, Trinidad & Tobago"
Tia De la,Cruz,TIA.CRUZ@kandk-hair.co,7effa56d6c39b883,2003/12/04,651-599,"Market Street #186, St. James, 19, Jamaica"
Dwayne De la,Cruz,Dwayne.Cruz@MAIL.KKHAIR.NET,399883c8ac586804,1995/01/30,518251,"Sunset Blvd #182, Diego Martin, TT7783, Trinidad & Tobago"
Anaïs,Johnson,ANAS.JOHNSON@mail.kkhair.net,2d461c3b1f31dc3c,1974/10/05,+1 (868) 977963199467,"Cedar Park #236, Port of Spain, 53471, Trinidad & Tobago"
Jéssica,García,Jssica.Garca@kkhairemporium.com,32b327c008e19d99,1960/05/19,(427) 89119268,"Seaview Terrace #280, Castries, LC04 101, St. Lucia"
Noël,Joseph,NOL.JOSEPH@KKHAIREMPORIUM.COM,5d57bb8688527033,1985/05/27,32375083,"Coral Ridge #142, Castries, LC04 101, St. Lucia"
Sofía St.,Clair,SOFA.CLAIR@kkhairemporium.com,cd6f27ef00a75254,1975/01/03,+ 6445125622208346  ,"Cedar Park #200, St. Ann, 69362, Jamaica"
Devon De la,Cruz,DEVON.CRUZ@mail.kkhair.net,5fbf317d60bcad5a,1989/05/22,(888) 608110714,"Sunset Blvd #72, St. Peter Basseterre, KN0302, St. Kitts & Nevis"
Shanice ,Campbell,Shanice.Campbell@loyalty.kkhair.com,6722197971ffac85,1965/11/26,+1 (868) 311265974603,"Palm Grove #34, Arima, 71934, Trinidad & Tobago"
Khadija,Johnson,Khadija.Johnson@kandk-hair.co,230b73102e5a27c5,2003/09/26,+1 (868) 9401469613607727,"Sunset Blvd #111, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Kofi van der,Kringle,Kofi.Kringle@kandk-hair.co,ebc5a18b12974be0,2006/12/10,(143) 8255203286591,"Market Street #222, Port of Spain, TT3363, Trinidad & Tobago"
Andre,Dottin,Andre.Dottin@kkhairemporium.com,7903dfec4230a0f3,1958/02/21,+1 (869) 38767384,"Mango Tree Drive #151, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
Tanesha,Thompson,Tanesha.Thompson@kkhairemporium.com,68ef7b938abd9e62,1990/07/26,+1 (869) 889438,"Queen's Road #91, St. John Figtree, KN0302, St. Kitts & Nevis"
Latoya,Joseph,Latoya.Joseph@kkhairemporium.com,e68c1e6d6286226e,1968/08/11,834-911,"Hibiscus Lane #267, Dennery, LC12 301, St. Lucia"
Jermaine,Singh,Jermaine.Singh@kandk-hair.co,59d32ad571cf028c,1962/08/05,836-248,"Sunset Blvd #78, Manchester, 43465, Jamaica"
Anaïs,Greenidge,Anas.Greenidge_823@kandk-hair.co,d87dc77fbd28b7af,1999/06/30,(883) 744,"Queen's Road #289, St. Andrew, 46251, Jamaica"
Andre ,Grant,Andre.Grant@MAIL.KKHAIR.NET,307ed65907096f82,1994/03/18,61997078393,"Cedar Park #282, Port of Spain, 77175, Trinidad & Tobago"
Aaliyah De la,Cruz,AALIYAH.CRUZ@kkhairemporium.com,0f0ac1aaf6931c00,1989/01/18,(024) 4569791,"Harbour View #35, St. Philip, BB17001, Barbados"
Jermaine,Alleyne,Jermaine.Alleyne@mail.kkhair.net,a191998e85e1e4b9,1968/07/04,740-7519-3914,"Harbour View #33, St. George Basseterre, KN0503, St. Kitts & Nevis"
Rashida Hernández,Brathwaite,Rashida.Brathwaite_574@loyalty.kkhair.com,5acef9c72ff2c5dd,2002/04/29,(032) 6249,"Harbour View #120, St. Ann, 83624, Jamaica"
Tia,Holder,Tia.Holder-231@mail.kkhair.net,1257850050b7ca09,1990/10/31,+ 1524041  ,"Coral Ridge #215, Arima, 00000, Trinidad & Tobago"
José,Pérez,Jos.Prez@kandk-hair.co,5b1d9206292f75db,1974/01/06,038-4672,"Harbour View #190, Dennery, LC12 301, St. Lucia"
Anaïs,Dottin,Anas.Dottin@kkhairemporium.com,279ea2781e82a0b4,1959/08/25,9061195973,"Seaview Terrace #162, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
Marlon,Johnson,Marlon.Johnson@loyalty.kkhair.com,1ff70a60178655%^,1987/09/07,65783393,"Queen's Road #178, St. Philip, BB17001, Barbados"
Renée,Holder-Ramdeen,Rene.Holder-Ramdeen@kandk-hair.co,02db9c0e9ad5ace0,1969/01/16,+1 (869) 207520469074,"Market Street #260, St. John Figtree, 6843, St. Kitts & Nevis"
Sofía,Charles,Sofa.Charles_306@loyalty.kkhair.com,032516cf52c84d2c,1992/09/15,5208313001,"Sunset Blvd #15, Soufrière, LC12 301, St. Lucia"
D’Andre,Browne,DAndre.Browne@kkhairemporium.com,71caef4234e3c303,1995/09/20,(371) 1070686,"Bay Street #220, San Fernando, 00000, Trinidad & Tobago"
Shanice van der,Kringle-García,Shanice.Kringle-Garca@kkhairemporium.com,9548b493c06b793f,1986/08/28,+ 73912983  ,"Sunset Blvd #135, Castries, LC04 101, St. Lucia"
Mikaël St. Clair,Johnson,Mikal.Johnson@mail.kkhair.net,60551c83ca9147ed,1966/05/16,+ 8656260  ,"Seaview Terrace #164, St. Paul Charlestown, KN0302, St. Kitts & Nevis"
Renée,Jean-Baptiste,RENE.JEAN-BAPTISTE.254@kkhairemporium.com,2d556ecc53b82b21,1966/05/20,+1 (246) 5834926,"Independence Ave #86, St. Peter, BB23026, Barbados"
Sade,Holder,Sade.Holder@kandk-hair.co,fb604d28192dea51,2000/07/29,917-2845-8487,"Sugar Cane Way #50, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
Noël,Browne,Nol.Browne@loyalty.kkhair.com,44abbd08d003a346,1968/09/01,519-0672,"Independence Ave #151, St. Paul Charlestown, 5676, St. Kitts & Nevis"
Kareem,Pérez,Kareem.Prez@mail.kkhair.net,311d78e9208414__,1997/10/08,(755) 52586,"Mango Tree Drive #128, St. Peter Basseterre, KN0302, St. Kitts & Nevis"
Zoë,Best,Zo.Best@kandk-hair.co,b4899e0939b1ac66,1993/05/06,875-9559,"Queen's Road #55, St. Peter, BB14000, Barbados"
Renée,Thompson,Rene.Thompson.630@mail.kkhair.net,e96c180a4e387d8f,1973/06/08,618-776,"Coconut Walk #246, St. Thomas, BB17001, Barbados"
Dwayne,Thompson,Dwayne.Thompson_927@mail.kkhair.net,f9149abedab35d__,1976/09/09,+ 3459232  ,"Hibiscus Lane #56, St. Paul Charlestown, KN0503, St. Kitts & Nevis"
Tanesha De la,Cruz,Tanesha.Cruz@kkhairemporium.com,f4581ab71c237008,2002/08/16,+1 (246) 70568335556,"Independence Ave #243, St. James, BB17001, Barbados"
Jéssica,Williams,Jssica.Williams@loyalty.kkhair.com,eb03ea0adcba1cac,1999/07/29,+ 30063191  ,"Sugar Cane Way #69, St. Peter Basseterre, KN0302, St. Kitts & Nevis"
Chloë,Baptiste,Chlo.Baptiste@loyalty.kkhair.com,e11c77c14f63adf5,1998/12/13,+1 (246) 773824382146,"Bay Street #102, St. Thomas, BB17001, Barbados"
Devon van der,Kringle,Devon.Kringle@kkhairemporium.com,2d99ce9eb5387b__,1989/03/07,254-1105-562412667,"Seaview Terrace #72, St. Thomas, BB14000, Barbados"
Anaïs,Lewis,ANAS.LEWIS@kkhairemporium.com,d297916f2b486312,1991/11/24,526-4974,"Seaview Terrace #16, St. Paul Charlestown, KN0302, St. Kitts & Nevis"
Dwayne,Grant,Dwayne.Grant@mail.kkhair.net,9433f90088211e56,1981/04/29,+1 (868) 412107,"Independence Ave #16, Chaguanas, 00000, Trinidad & Tobago"
Shanice,Pérez,Shanice.Prez@MAIL.KKHAIR.NET,0b384ef142a7c33a,1962/02/10,+1 (246) 34106165047,"Harbour View #90, St. Peter, BB14000, Barbados"
Latoya,Thompson,Latoya.Thompson@loyalty.kkhair.com,77d13072381035e3,1967/03/06,94925434,"Cedar Park #95, St. George, 78260, Barbados"
Chloë,Browne,Chlo.Browne@mail.kkhair.net,7cee20f04817b276,1963/09/17,1620172951,"Mango Tree Drive #296, Gros Islet, LC10 201, St. Lucia"
Kirsten,Baptiste,Kirsten.Baptiste@mail.kkhair.net,51e106f203074047,1963/09/09,+ 661907  ,"Harbour View #5, Manchester, 13222, Jamaica"
Andre,Lewis,Andre.Lewis@mail.kkhair.net,15c059dba42acc86,1995/05/09,+ 76144433736  ,"Queen's Road #98, St. Paul Charlestown, KN0101, St. Kitts & Nevis"
Khadija,Brathwaite,Khadija.Brathwaite@mail.kkhair.net,53dfc0d120cdae59,1988/02/25,044503986383,"Queen's Road #283, Christ Church, BB17001, Barbados"
Kareem,García,Kareem.Garca@mail.kkhair.net,66c2858f82b2d74a,1960/10/10,(782) 757,"Market Street #81, St. Thomas Lowland, 4966, St. Kitts & Nevis"
Andre,Campbell-Dottin,Andre.Campbell-Dottin@loyalty.kkhair.com,bf865333b8a42f3c,1959/03/27,+ 92059483  ,"Sunset Blvd #121, St. John Figtree, KN0101, St. Kitts & Nevis"
Kirsten,García,Kirsten.Garca@kandk-hair.co,60b75bd5909f18d8,1984/08/24,5741193539103891,"Sunset Blvd #208, St. George, BB17001, Barbados"
Kofi,Jean-Baptiste,Kofi.Jean-Baptiste@loyalty.kkhair.com,af616f06ef6241bd,1982/06/10,09514050,"Hibiscus Lane #32, St. Thomas, 43031, Barbados"
Khadija,Forde,KHADIJA.FORDE_727@kandk-hair.co,7576c939799c550f,1960/01/02,(942) 816,"Hibiscus Lane #263, Dennery, LC12 301, St. Lucia"
Aaliyah Forde,Charles,Aaliyah.Charles_853@loyalty.kkhair.com,d87a443f64948f51,1957/01/07,+ 420457813145  ,"Coral Ridge #39, Couva-Tabaquite-Talparo, 70156, Trinidad & Tobago"
Andre  Thompson ,Williams,Andre.Williams_68@loyalty.kkhair.com,44ff04d19ecfe5bc,1994/02/13,+1 (876) 4996727633968007,"Coconut Walk #40, Kingston, 07, Jamaica"
Sade,Morris,Sade.Morris_68@kandk-hair.co,d2dcf99df1f33a23,1999/04/30,586-0264-23624,"Mango Tree Drive #66, San Fernando, 00000, Trinidad & Tobago"
Zoë,Ramdeen,Zo.Ramdeen@MAIL.KKHAIR.NET,98114f885897e6cc,1959/09/06,(182) 7734774,"Market Street #204, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Kareem St.,Clair,Kareem.Clair@kkhairemporium.com,1fe19ba6002f6383,1970/06/09,(055) 52517,"Coral Ridge #90, Castries, LC12 301, St. Lucia"
Sofía,Lewis-Núñez,Sofa.Lewis-Nez@kkhairemporium.com,cf5d0adb72868551,1959/03/10,+1 (869) 74995893674,"Hibiscus Lane #41, St. George Basseterre, 8461, St. Kitts & Nevis"
Renée ,Alleyne-Best,RENE.ALLEYNE-BEST@MAIL.KKHAIR.NET,ad57e58c8ac09b22,1957/10/24,9111785125,"Queen's Road #202, Dennery, LC10 201, St. Lucia"
Keisha,Alleyne,KEISHA.ALLEYNE.146@loyalty.kkhair.com,0f679166f6c3b5cd,1989/04/27,+1 (869) 002275,"Palm Grove #278, St. George Basseterre, KN0503, St. Kitts & Nevis"
Tanesha,Baptiste,Tanesha.Baptiste@KANDK-HAIR.CO,4d8a85fd477c6490,1970/08/07,+1 (246) 618098098804,"Market Street #44, St. Peter, BB23026, Barbados"
Jermaine,Williams,JERMAINE.WILLIAMS-369@loyalty.kkhair.com,13c65e8b32ca2d0c,1981/07/27,+1 (876) 575296647118,"Bamboo Crescent #167, Kingston, 36121, Jamaica"
Rohan,O'Connor,Rohan.OConnor@mail.kkhair.net,edbb2cdec1546c89,2006/06/09,424-9162,"Queen's Road #54, St. Ann, 40735, Jamaica"
Kirsten,Singh,KIRSTEN.SINGH@kandk-hair.co,eeac8f8034bb73ea,1955/02/09,397-267,"Cedar Park #53, St. Thomas, BB23026, Barbados"
Marlon,Thompson,Marlon.Thompson@loyalty.kkhair.com,d1c8816b793ff669,1975/12/20,+ 821606392318  ,"Sugar Cane Way #22, Couva-Tabaquite-Talparo, TT2819, Trinidad & Tobago"
Jamal  De  la ,Cruz,JAMAL.CRUZ@kkhairemporium.com,e5c7c5905784172f,1961/10/03,+1 (869) 7286939539106733,"Palm Grove #23, St. Paul Charlestown, KN0302, St. Kitts & Nevis"
Anaïs,Thompson,Anas.Thompson@loyalty.kkhair.com,0e81b3e06453eea1,1977/07/13,+1 (758) 410372810297,"Seaview Terrace #272, Gros Islet, LC04 101, St. Lucia"
Kirsten,Ramdeen,Kirsten.Ramdeen@kkhairemporium.com,4ade095d8cfb119c,1955/08/09,+1 (868) 627502,"Seaview Terrace #200, San Fernando, TT4007, Trinidad & Tobago"
Jéssica,Forde,Jssica.Forde@mail.kkhair.net,9b8520950925da81,2004/02/03,+1 (876) 37577079606,"Queen's Road #169, Kingston, 12, Jamaica"
Zoë,Charles,Zo.Charles@KKHAIREMPORIUM.COM,387582e0e34ffd77,1998/07/16,082204484351,"Coral Ridge #21, St. Ann, 17, Jamaica"
Jamal,Best,Jamal.Best@kkhairemporium.com,3737ff868171af5a,1963/02/25,201-5297-968546211,"Hibiscus Lane #126, St. Thomas Lowland, KN0101, St. Kitts & Nevis"
Aaliyah,Morris,Aaliyah.Morris@mail.kkhair.net,8ca04298b88e4b9e,1959/12/10,490-4651-4444,"Coconut Walk #157, San Fernando, 98983, Trinidad & Tobago"
