original_index, Password 12582,Account Branch   ,Loyalty Pointsnsuef ,Gender  ,Signup Date 2018 ,Total Purchases  
719,BRHxR3q&2a,Basseterre,4297.0,Female,2016/11/14,101.0
720,cPGchvAn,Oistins,9880.0,Prefer not to say,2017/08/15,3.0
721,R9x$F5,Sandy Point,1751.0,Female,2016/02/12,105.0
722,9Em9k*,Castries,14515.0,Non-binary,2016/06/12,67.0
723,IAeWdLsEmY!r,Kingston,19925.0,Female,2018-05-27,69.0
724,J!kcB9^K*Z,Gros Islet,23311.0,Female,2017/12/15,11.0
725,b&$2knvV#c,San Fernando,4988.0,Prefer not to say,2018/06/06,94.0
726,LxRwO64W&!9C,Castries,7326.0,Female,2017/04/15,99.0
727,lP0Ygyd&hSk%BHzJ,Charlestown,13339.0,Non-binary,2016/12/18,42.0
728,49ACnxR%,Bridgetown,15619.0,Non-binary,2017/06/17,3.0
729,6%MoC*Fpw63f@&Ez,Castries,21434.0,Female,2017/10/03,36.0
730,#Ry am5KI!Gb^,Charlestown,467.0,Male,2016/01/17,69.0
731,&t*Y^9utgyb6,Bridgetown,21699.0,Prefer not to say,2018/09/25,34.0
732,#S6t$CHZB%m3kdSP,Charlestown,2650.0,Female,2017/06/11,5.0
733,xchcT6ck@KAP,Charlestown,1218.0,Female,2017-07-05,6.0
734,g&BQ4q&d,Charlestown,15734.0,Prefer not to say,2018/02,46.0
735,8oCfggwRTHZHRFEK,Oistins,12907.0,Female,2016/12/30,120.0
736,k%anW4,Oistins,16568.0,Prefer not to say,2017/10/09,7.0
737,Pyir1c,Charlestown,10061.0,Female,2018/11/23,95.0
738,QnKq$0zr,Spanish Town,12014.0,Prefer not to say,2016/07/12,92.0
739,#UfHN&UvXgsF,Bridgetown,8780.0,Female,2018/01/29,8.0
740,ffSU!Az^a6qZXaKb,Sandy Point,5953.0,Female,2018/05,60.0
741,gtYnrsBu,Bridgetown,14666.0,Male,2016/11/27,48.0
742,Kh& 66UBWiJay,Warrens,10526.0,Prefer not to say,2016/11/23,20.0
743,dXs!dLfmJM,Sandy Point,18114.0,Male,2016/02/14,97.0
744,9qCxyba9a1,Oistins,5659.0,Non-binary,2018/11/05,82.0
745,vKPztd3OIC,Charlestown,2556.0,Male,2018/08/07,56.0
746,^kfienrLL^bV,Chaguanas,13574.0,Non-binary,2017/07/16,26.0
747,b34ToIoH%DSj,Warrens,6809.0,Non-binary,2017/10/12,15.0
748,PwMc%3e2qO,Warrens,24018.0,Female,2016/03/31,54.0
749,ikeQivr7sIyc2@8@,Vieux Fort,8157.0,Prefer not to say,2018/02/20,111.0
750,IaEdx9,Chaguanas,19936.0,Female,2018/01,118.0
751,xf4Zlp,Gros Islet,21026.0,Male,2017/02,7.0
752,jOFH@Kzr@a,Montego Bay,16025.0,Non-binary,2017/06/17,114.0
753,qv74q3nc,Basseterre,7644.0,Non-binary,2016/03/16,108.0
754,BGxcbuKv!&RuzLZk,Oistins,10801.0,Non-binary,2018/02,49.0
755,CxCjSzc9c7,Sandy Point,18352.0,Female,2016/09/29,25.0
756,aePyO9XhCY,Sandy Point,17880.0,Non-binary,2016-05-03,8.0
757,htP0$z,Castries,17422.0,Male,2018-01-27,43.0
758,QEZMvxgH4e,Gros Islet,21346.0,Non-binary,2017/07,22.0
759,Xf*5ZzGw!vN47noS,Vieux Fort,22637.0,Female,2018/06/02,118.0
760,24f6nY4lI%T6sQ6&,Port of Spain,5922.0,Female,2018/05,77.0
761,ZLuSPbCU,Kingston,1347.0,Female,2018/11/21,29.0
762,odZyq05yrdWcJrLs,Chaguanas,20158.0,Male,2016-05-04,49.0
763,zpJ BE1,Sandy Point,21084.0,Prefer not to say,2016/02,3.0
764,XLAMUzI@Aqha0eoV,Oistins,9267.0,Female,2018/03/30,87.0
765,^fHyHsbe$^sP,Oistins,2544.0,Male,2016/07/25,108.0
766,yG#nbKPv,Port of Spain,3153.0,Non-binary,2018/04,72.0
767,16WRVX,Vieux Fort,20110.0,Non-binary,2018/03/24,57.0
768,6$kVRRlNTV,San Fernando,3485.0,Male,2018/02/16,47.0
769,kKF79#dV,Montego Bay,22642.0,Prefer not to say,2016/08/05,36.0
770,bKsqVCErAkMD,San Fernando,3848.0,Non-binary,2018/11/09,36.0
771,T6ii@^,Chaguanas,17171.0,Female,2018/06,94.0
772,nO1@PKpBQJTR46d6,Gros Islet,14673.0,Male,2018/12/25,41.0
773,tdxqgJja,Montego Bay,23614.0,Male,2016/09/16,32.0
774,eMh0sFxmUp7O,Basseterre,5438.0,Male,2018/03/25,62.0
775,eSwtA^CU,San Fernando,23722.0,Non-binary,2016/09/27,113.0
776,2UH LkfHz!7ev16eQ,Castries,22062.0,Prefer not to say,2016/12/16,22.0
777,4Q9Xl!ZV!uuHU%%E,Sandy Point,11006.0,Male,2017/02/17,84.0
778,oB8K5w@D,Oistins,16460.0,Female,2017/03/01,92.0
779,9wxsnOSE,Montego Bay,23643.0,Female,2016/10/02,58.0
780,0B3$Ri,Spanish Town,148.0,Non-binary,2016/09/02,60.0
781,y$l dDG4An6Pm,Castries,22831.0,Prefer not to say,2016-06-23,111.0
782,*sseY*rGRfw$,Gros Islet,22686.0,Non-binary,2018-10-17,61.0
783,MaX5r25sgIl3vzin,Oistins,7666.0,Non-binary,2017/12/08,104.0
784,,,,,,
785,,,,,,
786,vDJ0nUfIpi@g,Warrens,4146.0,Male,2017/08/02,105.0
787,ifA LzgrLlA,Chaguanas,4976.0,Female,2018/08,85.0
788,EZ9arT5OET2NIiiy,Charlestown,22114.0,Non-binary,2018/11/30,49.0
789,vEUSQxdjaoUNMNN!,Castries,5765.0,Female,2017-11-30,57.0
790,AcxuSn7X,Vieux Fort,24050.0,Non-binary,2018/05,63.0
791,gY70JRimVa,San Fernando,1037.0,Non-binary,2016/11/19,22.0
792,@WFPmL$7,Oistins,22267.0,Non-binary,2017-09-10,58.0
793,mgOaKPXn5IhdU!U%,Montego Bay,3958.0,Female,2018/05/17,14.0
794,U&u!7h0qr1,Montego Bay,15379.0,Male,2017/07/04,10.0
795,pDD8Pu,Spanish Town,5641.0,Male,2018-11-20,99.0
796,cbx $LvrJm@,Basseterre,13385.0,Male,2018/07/14,6.0
797,KRBXtqoFQfmn,San Fernando,13497.0,Male,2018/01/13,66.0
798,DdGEk8,Warrens,3787.0,Male,2017/01/04,110.0
799,EuE!6ACVuma^,Port of Spain,21054.0,Female,2018-07-18,98.0
800,edk6CoWy,Basseterre,18641.0,Male,2016/06/06,104.0
801,n&ggVJ,Sandy Point,7836.0,Prefer not to say,2016/12/27,75.0
802,%eAlgtWtD4dUeX6L,Bridgetown,11632.0,Non-binary,2016/09/14,116.0
803,,,,,,
804,#C2HPH5V59,Bridgetown,24883.0,Female,2016-08-08,114.0
805,t7RvB4ncbsVXyOj!,Sandy Point,16156.0,Non-binary,2017/01,96.0
806,Bn1 s5Sv!N0gk,Montego Bay,2043.0,Female,2017/03,120.0
807,WzIoaW,Sandy Point,14616.0,Male,2018/03/10,4.0
808,^gQ7SQavLs,Montego Bay,13936.0,Prefer not to say,2017/02/03,5.0
809,Weu3NifG@p1MPGP#,Gros Islet,8423.0,Non-binary,2016/04/30,93.0
810,LTzwBrFNQFBSX1$u,Bridgetown,11669.0,Female,2018/08,117.0
811,rpVielhdHLCber6!,Port of Spain,15033.0,Non-binary,2017/01/15,114.0
812,#z#i0@Mr,Gros Islet,11299.0,Non-binary,2018/03/29,97.0
813,*WXq3wBEREbeqSSz,Port of Spain,21857.0,Male,2017/11/26,39.0
814,BS$khSJ&wQ3u9B2J,Gros Islet,12304.0,Female,2017/04/29,98.0
815,m%fYbF0F,Bridgetown,130.0,Prefer not to say,2018/04/02,96.0
816,7#WZh6hxRc,Kingston,5919.0,Non-binary,2017/03/06,100.0
817,pBs9km#Cn&9qm0Qa,Port of Spain,13228.0,Prefer not to say,2018/08,72.0
818,RF!2Vil%qP,Montego Bay,405.0,Prefer not to say,2017/10/07,32.0
819,P$*!8JfShB,Sandy Point,2859.0,Female,2016/03,104.0
820,NmeGz8po%x,San Fernando,15561.0,Prefer not to say,2018/09/04,37.0
821,CTmc&Ar@,Basseterre,7305.0,Male,2018/05,9.0
822,%2*4Yis5,Bridgetown,1044.0,Non-binary,2017/01,102.0
823,Yuj98Lswmen@,Chaguanas,12989.0,Prefer not to say,2018/12,55.0
824,pwiyl@W9a!ba,Charlestown,21152.0,Non-binary,2018/04/04,3.0
825,PBasH1KAc#oC,Spanish Town,13891.0,Prefer not to say,2016-11-07,64.0
826,EX9FCzF#zz^52$AZ,Warrens,16921.0,Non-binary,2016/11,19.0
827,04D9j&ifT4H3#DBe,San Fernando,2656.0,Male,2018/08/14,26.0
828,MD$T^bd$23uIOcPi,Basseterre,4898.0,Male,2016/01/22,1.0
829,F&eOnGTEWbo3%jte,Montego Bay,2749.0,Male,2016/06/11,74.0
830,0oir%!Lf,Castries,10499.0,Prefer not to say,2016/05/19,34.0
831,@gVG$6N^,Gros Islet,20590.0,Non-binary,2017-03-11,60.0
832,fyPtkXcpdr62I@jN,Sandy Point,5324.0,Male,2016-11-10,53.0
833,USB*oP,Gros Islet,3621.0,Prefer not to say,2018/03/11,70.0
834,23UTfvDJKqDn,Castries,20642.0,Male,2016/12/01,37.0
835,9Wj0uv,San Fernando,14394.0,Prefer not to say,2016/03/17,33.0
836,i2l5gW,Castries,15570.0,Prefer not to say,2018/09/24,47.0
837,P&y*!BXe7w,Chaguanas,84.0,Non-binary,2016/04/18,63.0
838,AsXfQgH7DT,Port of Spain,19990.0,Prefer not to say,2018/03/03,101.0
839,UKw2ff0q,Warrens,13046.0,Non-binary,2018/05/26,54.0
840,wjMK$BQKQ6,Vieux Fort,23716.0,Male,2017-03-12,20.0
841,$CrytTHmHqv0Dr0q,Kingston,6412.0,Male,2016/06/26,112.0
842,83u WaxBQ2KcD,Castries,11871.0,Non-binary,2017/02/22,112.0
843,V*IBilXuihZTkNG7,Chaguanas,14790.0,Male,2017/11/13,12.0
844,fIgoOp,Kingston,10494.0,Non-binary,2016/06/20,90.0
845,53#wcmnv,Castries,14413.0,Female,2016/04/15,82.0
846,oPD EDd,Kingston,2847.0,Non-binary,2016/06/04,48.0
847,QkMPvx$r,Gros Islet,2894.0,Male,2018/10/27,113.0
848,qWYz0Mv7tj,Port of Spain,15996.0,Male,2017/12/21,94.0
849,Yd1$xu#6,Chaguanas,15815.0,Female,2016/10,111.0
850,e7tszfAF,Basseterre,19436.0,Prefer not to say,2016/05/12,86.0
851,$kiAba%IEBpLkoj4,Basseterre,22091.0,Prefer not to say,2018/11/02,62.0
852,IpPqU&A^Sk,Warrens,17085.0,Non-binary,2018/01/29,43.0
853,R2D kZ@WY,Charlestown,18178.0,Female,2016/12/19,113.0
854,LsP 0CMccl51^CFJU,Warrens,22613.0,Male,2017/07/29,32.0
855,0zZtdj0aILo9uyid,Warrens,11352.0,Prefer not to say,2016/02/06,88.0
856,0xURrS61,Bridgetown,23329.0,Male,2016/04/07,119.0
857,3QasT5!efP,San Fernando,23244.0,Prefer not to say,2017-07-11,80.0
858,8eUe&8RRfP3u,Charlestown,21749.0,Female,2017-02-05,107.0
859,ENOLNY,San Fernando,14611.0,Prefer not to say,2016/03/22,107.0
860,RVcdhGMJjS2W,Vieux Fort,12858.0,Female,2018/09,53.0
861,#Kt1$e!4T8,Port of Spain,6015.0,Prefer not to say,2017/06,8.0
862,cyi^&4,Castries,17408.0,Prefer not to say,2018/05/30,54.0
863,E17enQVvxX,Castries,21381.0,Female,2017-10-07,42.0
864,E1XH%F,Vieux Fort,2008.0,Prefer not to say,2017/11/10,68.0
865,rfw6NFf%lk,Sandy Point,15601.0,Non-binary,2018/06/01,30.0
866,CjhArBD*TG,Vieux Fort,16443.0,Male,2018/04/24,7.0
867,M8P4inDoV1,Chaguanas,11303.0,Prefer not to say,2016/05/25,49.0
868,d!F31N@fWOaoZICE,Vieux Fort,23543.0,Non-binary,2016/02,36.0
869,fY1PhZ$^,San Fernando,2884.0,Prefer not to say,2016/09/02,91.0
870,!mc8E#wyxs,Basseterre,622.0,Non-binary,2017/02,65.0
871,S^gc#9V@R6,Basseterre,20189.0,Male,2018/07/08,107.0
872,ke&tXv97,Chaguanas,16156.0,Non-binary,2018/04,12.0
873,WJvwd1tRR^,Sandy Point,16583.0,Male,2018/08/28,62.0
874,6Hn8i#I^ac,Port of Spain,8734.0,Non-binary,2017/09/27,73.0
875,N!fnL$7pxb$C,Warrens,9713.0,Prefer not to say,2018/11/04,115.0
876,EJ7Klw3@,Chaguanas,17212.0,Female,2016/04/22,68.0
877,SKCNLk,Kingston,20681.0,Prefer not to say,2017/05/20,12.0
878,aIQuf8,Gros Islet,11934.0,Non-binary,2017-09-09,11.0
879,5LHAPw,Castries,8979.0,Non-binary,2017-12-20,9.0
880,s6kgeMnw,Sandy Point,24470.0,Female,2017/03/09,3.0
881,l@5Zp3b!km8s,San Fernando,14624.0,Prefer not to say,2016/09/20,49.0
882,4DsuBrrGu3,Sandy Point,2554.0,Female,2017/05/20,34.0
883,59OH@r*pP5d22wSa,Vieux Fort,4374.0,Female,2016/08/23,90.0
884,qbvOlcbvv9rU,Basseterre,9623.0,Prefer not to say,2016/04/12,14.0
885,6LJon4oVhEZL#!F8,Gros Islet,2677.0,Non-binary,2018-04-02,115.0
886,&*31FoIC*7,Castries,2889.0,Male,2017/07/09,49.0
887,Pi5oSKEZfB,Castries,24977.0,Male,2016/05/03,14.0
888,*WQB@L,Oistins,20551.0,Male,2018/12/11,94.0
889,ov471mUm*d5#INqH,San Fernando,18797.0,Female,2018-07-24,103.0
890,tGM xbEnP9@,Kingston,19898.0,Male,2018/10/31,114.0
891,kqBzqh,Kingston,22493.0,Female,2018-08-14,48.0
892,kQR!HlrV,Port of Spain,1415.0,Male,2016/12/19,0.0
893,DByTk5uiii,Warrens,6092.0,Female,2018/01/03,87.0
894,,,,,,
895,wpV7rlGqWh,Castries,343.0,Prefer not to say,2018/09/07,27.0
896,k$APb4E#M&PRbUeY,Sandy Point,13419.0,Non-binary,2016/05/22,49.0
897,#MmAkqgTFh%Ddtxt,Spanish Town,21581.0,Prefer not to say,2018/01/15,24.0
898,h28Q3MLcAlI$,Warrens,17132.0,Male,2018/12/25,71.0
899,^SKNzeOw,San Fernando,15521.0,Female,2016-02-20,110.0
900,nHa$%7!SjPZu,Castries,15311.0,Prefer not to say,2018/06/21,105.0
901,VrNj@p3%@M,Chaguanas,4234.0,Female,2016/04/25,8.0
902,fx7%U5Iy0KuQ,Spanish Town,7891.0,Male,2018/10/24,17.0
903,6hHK6PkSE!,Basseterre,19975.0,Male,2016/02/12,40.0
904,jYh%B^kG*I,Sandy Point,11296.0,Non-binary,2017/12/03,110.0
905,ICsggZaFa6!F,Chaguanas,23966.0,Non-binary,2016/11/12,4.0
906,,,,,,
907,yhD$byVI,Castries,18938.0,Female,2018/03/04,116.0
908,Jip*SkfnRH,Basseterre,22519.0,Non-binary,2018-01-18,56.0
909,,,,,,
910,K9u4%@wLK4,Sandy Point,23610.0,Male,2016/12/28,9.0
911,wXvvPn,Kingston,9556.0,Prefer not to say,2017/06/29,78.0
912,W@mLPi,Spanish Town,19935.0,Prefer not to say,2017/05,103.0
913,ObFb5O*qQG,Warrens,6836.0,Prefer not to say,2017/12/29,3.0
914,wq&CPZerrD,Kingston,1093.0,Non-binary,2018/05/13,67.0
915,&$k21$fZQjn#,Sandy Point,17704.0,Non-binary,2017-12-06,49.0
916,tdfPGYEn2J0fZZNz,Montego Bay,16383.0,Prefer not to say,2018/05/06,108.0
917,!0SasLuThktr,Warrens,22352.0,Female,2017/08,116.0
918,CoOCI@Ww,San Fernando,1053.0,Male,2017/12/13,24.0
919,LGU mHOsjar,Vieux Fort,9319.0,Prefer not to say,2016/04,82.0
920,B0e7bWG%,Castries,11860.0,Non-binary,2018-03-19,20.0
921,DajH0G29,Montego Bay,1344.0,Prefer not to say,2016/11/14,23.0
922,@@RclAsU,San Fernando,14959.0,Prefer not to say,2017/03/12,96.0
923,3Bh3O&T$s63T,Montego Bay,11921.0,Female,2018/02,11.0
924,x1#BoT,Vieux Fort,14663.0,Female,2018/01/18,17.0
925,k4rkhJYA,Oistins,19011.0,Prefer not to say,2018/07,52.0
926,oylLQDKb7rc4,Vieux Fort,23923.0,Non-binary,2016/10/21,106.0
927,,,,,,
928,NbtBJr,Chaguanas,12296.0,Non-binary,2017/05/22,76.0
929,^YnY1ZDFMx$ekmRH,Port of Spain,15008.0,Non-binary,2017/11/08,88.0
930,250U3kvIBDMHmNW!,Charlestown,14758.0,Male,2017-05-29,84.0
931,D7IcSIjiM&,Basseterre,18336.0,Female,2016/08/26,39.0
932,6wZDmQg$jb334gIq,Basseterre,5758.0,Female,2017-02-22,5.0
933,&8hP8n3u#J@VM#@f,Chaguanas,4493.0,Non-binary,2016/09/14,2.0
934,qyY&z5^bB5,Kingston,20283.0,Male,2018/07/02,91.0
935,akwqqtdiDA,Kingston,7817.0,Female,2016/05/07,86.0
936,bYKtxv,Port of Spain,192.0,Male,2017/09/06,63.0
937,hiV 4il,Sandy Point,14153.0,Prefer not to say,2016-09-13,2.0
938,igd^tSwBgX,Gros Islet,24515.0,Female,2018/06/22,16.0
939,gwjhB99bdsEBO*rz,Chaguanas,23109.0,Male,2016/06/15,46.0
940,JiGE4z,Basseterre,6034.0,Non-binary,2016/04/01,33.0
941,hmdCo4EN3zwm,Oistins,7470.0,Non-binary,2018/12/22,47.0
942,NxoMr&$MjXDJ,San Fernando,18194.0,Female,2017/05/04,116.0
943,ClioMb,Spanish Town,4767.0,Female,2016/10,15.0
944,4wgAvz^Ctq9hNHEr,Vieux Fort,22337.0,Female,2016/04/04,33.0
945,Le0tjK0m,Gros Islet,18499.0,Male,2016/08/03,13.0
946,StVc!2yD8D1K,Basseterre,2170.0,Female,2017/02/13,62.0
947,BAIYJ8zUCRXunPLt,Kingston,9780.0,Non-binary,2018/07/23,89.0
948,7^wABj,Chaguanas,11245.0,Female,2016/12/01,109.0
949,Y*XD2!52,Port of Spain,15054.0,Non-binary,2018-10-26,68.0
950,qdsvwM,Chaguanas,23922.0,Non-binary,2018-04-09,73.0
951,6dP M7t,Sandy Point,13163.0,Prefer not to say,2017/05/23,23.0
952,cvUHdGnk,Spanish Town,21744.0,Male,2017/08/16,76.0
953,HMh@mn,Charlestown,24925.0,Non-binary,2018/11/18,3.0
954,NMpbHrAsbeXU*Wwy,Castries,14955.0,Male,2017/11/01,26.0
955,!QH oDxXyanOhqq#z,Bridgetown,4529.0,Non-binary,2018/05/20,93.0
956,,,,,,
957,JaYesXeUNg,Vieux Fort,16160.0,Male,2016/10/20,117.0
958,!Jwrmqol,Kingston,23119.0,Non-binary,2017/09,13.0
959,ZiJRUeku,Kingston,2798.0,Female,2017/04,16.0
960,$%wEsH,Castries,11717.0,Prefer not to say,2018-05-29,12.0
961,k4I83gMM,Spanish Town,7140.0,Female,2016/12,21.0
962,r#s2nu,San Fernando,17060.0,Female,2018/03/13,80.0
963,9#1 M79,Basseterre,11974.0,Female,2017-12-26,118.0
964,W0bV$fOuHB#k,Vieux Fort,3617.0,Non-binary,2018/02/12,81.0
965,IRY3inQSZj0aXNhV,Castries,19248.0,Prefer not to say,2017/06/29,70.0
966,TS6ziR258q^k,Port of Spain,17472.0,Female,2018/09/21,27.0
967,9u6#EBwwWA!z,Castries,5166.0,Male,2018/06/02,86.0
968,&QxttqgcXS95,Chaguanas,12707.0,Male,2018/03/08,64.0
969,nC20uvte*WidrmEc,Kingston,21975.0,Prefer not to say,2018-09-16,10.0
970,qu!njUSAxU#&,Spanish Town,16672.0,Female,2016/06/01,65.0
971,UKw2ff0q,Warrens,13046.0,Non-binary,2018/05/26,54.0
972,p9vN7dELJ1BC,Montego Bay,23056.0,Non-binary,2018-03-20,66.0
973,QEZMvxgH4e,Gros Islet,21346.0,Non-binary,2017/07,22.0
974,5LHAPw,Castries,8979.0,Non-binary,2017-12-20,9.0
975,CaUT!@CYLx,Charlestown,1453.0,Male,2017/05/25,41.0
976,zftVwAgWgU0z0f4k,Charlestown,19535.0,Non-binary,2017/08/24,29.0
977,NxoMr&$MjXDJ,San Fernando,18194.0,Female,2017/05/04,116.0
978,2@pi64OA4v,Port of Spain,6222.0,Female,2018-07-10,105.0
979,bPEps&,Bridgetown,8775.0,Male,2016/07/30,14.0
980,m9nOoliH,Charlestown,11530.0,Prefer not to say,2016/03/16,86.0
981,GY4DN@KFZD,Bridgetown,2837.0,Female,2017/08/01,23.0
982,49ACnxR%,Bridgetown,15619.0,Non-binary,2017/06/17,3.0
983,bYKtxv,Port of Spain,192.0,Male,2017/09/06,63.0
984,5AIN7K,Gros Islet,13272.0,Female,2016-11-02,113.0
985,@WFPmL$7,Oistins,22267.0,Non-binary,2017-09-10,58.0
986,vDJ0nUfIpi@g,Warrens,4146.0,Male,2017/08/02,105.0
987,NMpbHrAsbeXU*Wwy,Castries,14955.0,Male,2017/11/01,26.0
988,YtZFO3deXx,Vieux Fort,16138.0,Prefer not to say,2018-06-02,31.0
989,Hu42bojt,Vieux Fort,24086.0,Male,2017/04/11,84.0
990,6LJon4oVhEZL#!F8,Gros Islet,2677.0,Non-binary,2018-04-02,115.0
991,!0SasLuThktr,Warrens,22352.0,Female,2017/08,116.0
992,72v!LC,Chaguanas,15986.0,Prefer not to say,2018-05-13,91.0
993,5PMeoT,Sandy Point,20864.0,Non-binary,2018/11/18,101.0
994,6kQeqbcMWz,Bridgetown,4211.0,Female,2016/06/03,1.0
995,M8P4inDoV1,Chaguanas,11303.0,Prefer not to say,2016/05/25,49.0
996,B&KoEXQw*zb2,Basseterre,109.0,Male,2018/12/30,15.0
997,fHn%v#bRi0Z3f*ox,Warrens,17586.0,Prefer not to say,2017/04,107.0
998,^ctKoc,Vieux Fort,21443.0,Non-binary,2016/10/09,61.0
999,E3*K*cuqeQ,Spanish Town,21519.0,Male,2018/08/02,68.0
