Name,Email Address,Salt,Date of Birth
Jéssica Hernández,Jssica.Hernndez@kandk-hair.co,8b8a91545efc0431,1993/12/01
Latoya Baptiste,Latoya.Baptiste@KANDK-HAIR.CO,c59ee0b83281db8f,1963/07/31
Tyrone Williams,Tyrone.Williams@LOYALTY.KKHAIR.COM,c64b5397f6a51722,2001/03/05
Tyrone Alleyne,Tyrone.Alleyne.781@mail.kkhair.net,33f95c2944e909b2,1969/12/06
 Sofía Browne  ,Sofa.Browne@kandk-hair.co,be06a81c8457b8fc,1962/01/22
Tyrone Greenidge,Tyrone.Greenidge@KANDK-HAIR.CO,1d8d38c87bc13dda,1992/02/10
Aaliyah Dottin,Aaliyah.Dottin@kkhairemporium.com,3fd5a3a4019d0b8d,1988/07/01
Kareem Campbell,Kareem.Campbell@loyalty.kkhair.com,256cbaca15400b69,2006/09/22
 Jamal Lewis  ,JAMAL.LEWIS@KKHAIREMPORIUM.COM,bed52d689971a698,1997/12/14
Latoya Forde,Latoya.Forde@kkhairemporium.com,b8e67f15aabc6938,1986/09/18
 Sade Williams  ,Sade.Williams.607@mail.kkhair.net,d4de25df126d22dc,1971/09/21
Tyrone Greenidge,Tyrone.Greenidge@kkhairemporium.com,f6bd7523e3c4cfe7,1965/07/05
Jamal Núñez,JAMAL.NEZ@loyalty.kkhair.com,cd2da2fbdcd5cbf1,1974/08/05
Kareem Greenidge,Kareem.Greenidge@loyalty.kkhair.com,4d8ca4de8f32dd1f,1965/04/09
Shanice Singh,SHANICE.SINGH@mail.kkhair.net,ca8b5aa3ecad7d__,1970/11/09
Anaïs Clarke,Anas.Clarke.132@#.kandk-hair.co,d8d1cea0634ef1a6,2003/07/27
Marlon Ramdeen,Marlon.Ramdeen@loyalty.kkhair.com,43050fef612a7057,1989/10/02
Tyrone St. Clair,Tyrone.Clair@KKHAIREMPORIUM.COM,a989b049d202c20f,1998/03/31
D’Andre Alleyne,DAndre.Alleyne@mail.kkhair.net,dd9ef647f5855277,1955/06/24
Tanesha Campbell,TANESHA.CAMPBELL-574@kkhairemporium.com,48394dac4d2c18c9,1957/06/06
 Khadija Grant  ,Khadija.Grant@mail.kkhair.net,ee9291d35ebc2091,1997/05/13
 Zoë Best  ,Zo.Best@KKHAIREMPORIUM.COM,dc40476c4f0cb726,2003/06/14
 Tyrone Grant  ,Tyrone.Grant-808@kkhairemporium.com,754bf1533dcc1552,2000/05/21
Dwayne Ramdeen,Dwayne.Ramdeen-659@kandk-hair.co,fdd02f5c39f70e90,1999/09/06
 Anaïs Lewis Morris  ,Anas.Morris@kandk-hair.co,d596d2411dfe5de3,1992/11/09
Kareem Núñez,Kareem.Nez-384@mail.kkhair.net,39841206940ce5__,1993/06/29
Mikaël Alleyne,Mikal.Alleyne@kkhairemporium.com,b0c78f6928c048__,1997/01/09
