  Name  nsuef,Email Addresshbjjb ,Salt %^bh ,Date of Birth   
Noël Williams,Nol.Williams-803@mail.kkhair.net,984d28aa6ea4c4b1,1979/03/13
Andre Jean-Baptiste,Andre.Jean-Baptiste@mail.kkhair.net,8c8719d911d0c4c9,1966/04/18
 Andre Forde  ,ANDRE.FORDE@kandk-hair.co,c164b1797884eb47,1999/10/20
 Sofía De la Cruz  ,Sofa.Cruz@ mail.kkhair.net,5c7230b04451f9ab,2002/03/07
 Andre Clarke  ,Andre.Clarke-199@loyalty.kkhair.com,62e70b1f67ee734f,1979/09/08
Keisha Jean-Baptiste,Keisha.Jean-Baptiste@loyalty.kkhair.com,be065601d092ea05,1980-02-03
Aaliyah Hernández,AALIYAH.HERNNDEZ@mail.kkhair.net,8c43fc869693dce8,1994/08/14
Chloë Ramdeen,CHLO.RAMDEEN@kkhairemporium.com,6cb2ebc5d4175f6a,1965-07-27
 Rashida Pérez  ,Rashida.Prez@,ad8ee0f1d10f8c38,1977/03/16
Anaïs Clarke,ANAS.CLARKE@ MAIL.KKHAIR.NET,852546753a00e364,1955/8/9
Tia De la Cruz,Tia.Cruz@mail.kkhair.net,,
 Rohan Ramdeen-Browne  ,Rohan.Ramdeen-Browne.714@kandk-hair.co,8aafab49b4c3a286,1996/01/16
Kirsten De la Cruz,Kirsten.Cruz.397@kkhairemporium.com,3fe6df1204f21a40,1995/10
Kofi Thompson,Kofi.Thompson@kandk-hair.co,6b1f8b06751e04ZZ,1962-09-20
Sade Brathwaite,Sade.Brathwaite@kandk-hair.co,142b1368771d5fa5,1995/01/20
Kirsten De la Cruz,Kirsten.Cruz@LOYALTY.KKHAIR.COM,,
Sade Joseph,Sade.Joseph@loyalty.kkhair.com,9cbd92a9d6a3eaf6,1961/02/05
Chloë Williams,CHLO.WILLIAMS@loyalty.kkhair.com,94d9615f127f45ZZ,1987/06/14
 D’Andre Brathwaite  ,DAndre.Brathwaite@kandk-hair.co,97d096d5b0aa5ad5,1971/07/17 
Kirsten Alleyne,KIRSTEN.ALLEYNE@MAIL.KKHAIR.NET,7b2dad2798177370,2006/12/21
Shanice Clarke,SHANICE.CLARKE_951@kandk-hair.co,3df5135b073efaZZ,1964/06/09
Mikaël St. Clair,Mikal.Clair_928@KKHAIREMPORIUM.COM,274b5ec5b4152733,2005/08/07 
Kirsten O'Connor,Kirsten.OConnor_520@mail.kkhair.net,,
Marlon Brathwaite,MARLON.BRATHWAITE@mail.kkhair.net,680d6c021b0591__,1997/01/30
Anaïs  Morris,Anas.Morris@kkhairemporium.com,03f143ed9a2fe144,2004-10-20
Latoya Browne,LATOYA.BROWNE@kandk-hair.co,984e77acb472dec5,1968/12/14
Keisha Holder,Keisha.Holder@kandk-hair.co,396894223ea889af,1969/12/15
Dwayne Browne,Dwayne.Browne-746@kandk-hair.co,f571ae58a620248c,1976/05/28
Kofi Johnson,Kofi.Johnson-613@KKHAIREMPORIUM.COM,5a0462d10815f5d7,1965/02/13
Andre Núñez Forde,Andre.Forde@kkhairemporium.com,fd6f570aafff6c%^,1963-12-12
Sofía Núñez,SOFA.NEZ_90@kkhairemporium.com,b7acb7a587fea1ed,1987/07/11
Noël Browne,Nol.Browne-577@mail.kkhair.net,2494dafa7a26fc7a,1980/07/04
Tyrone Joseph,Tyrone.Joseph@kandk-hair.co,7671b99297dd1506,1997/04/11
Rohan Lewis,ROHAN.LEWIS@loyalty.kkhair.com,71467626b29aa0e0,1977-06-19
Zoë Lewis,ZO.LEWIS@mail.kkhair.net,b6ee35b5829b2ca2,1979/10/15
Tia Baptiste,Tia.Baptiste_515@mail.kkhair.net,a140192ef1f78d17,1963/10
Sofía Forde,Sofa.Forde@kkhairemporium.com,917d7c8d0aba3d32,1984/12/25
Rashida García,Rashida.Garca@mail.kkhair.net,2d847034f9c03fc6,1963/02/12
Latoya Greenidge,Latoya.Greenidge@LOYALTY.KKHAIR.COM,5e9c6a47ad234070,1993/07/06
Tia Campbell,Tia.Campbell@kkhairemporium.com,07fb6b63648a4ead,1963/10/21
Khadija Campbell,Khadija.Campbell@kkhairemporium.com,454c3a80498968ae,1991/09/20
Devon St. Clair,Devon.Clair@KANDK-HAIR.CO,,
Kareem Alleyne,Kareem.Alleyne@kandk-hair.co,80a8df71bd315a63,1970/10/19
Shanice Forde,SHANICE.FORDE@mail.kkhair.net,18363acf274360b9,2003/08/02
Devon Greenidge,Devon.Greenidge@domain_with_space.KANDK-HAIR.CO,f6e996036d756e05,1989/04
Keisha Ramdeen,Keisha.Ramdeen@kandk-hair.co,5706d0ceff358f5c,1996-09-30
Rashida Williams,Rashida.Williams@kkhairemporium.com,ed9df1b1d066278d,1960/06
Sade Jean-Baptiste,Sade.Jean-Baptiste@@kandk-hair.co,c5ce8fd56f06b8fe,1971/08/20
Kareem Lewis,Kareem.Lewis@loyalty.kkhair.com,54df6a909ecbe3dd,1963/04
Aaliyah Joseph,Aaliyah.Joseph@KANDK-HAIR.CO,4076c919f922d787,1958/02
Kofi Núñez,KOFI.NEZ@loyalty.kkhair.com,d115c09d03e8a63c,1967/01/12
Devon Thompson,Devon.Thompson_820@@KKHAIREMPORIUM.COM,a7763f28eab82559,2006/12
Kirsten  Singh,Kirsten.Singh@kkhairemporium.com,5f8c4779917fcb86,1978/11
Sofía De la Cruz,SOFA.CRUZ@LOYALTY.KKHAIR.COM,f732f3f80068bc8c,1998/09/02
Rohan Best,Rohan.Best@kandk-hair.co,dd9163d6cf2ea482,1976/11/24
Anaïs Greenidge,Anas.Greenidge-635@mail.kkhair.net,9bcafe7c31680af6,1991/01/07
Renée Greenidge,Rene.Greenidge@kkhairemporium.com,aede34caf52435fb,1969/10/7
Jermaine Hernández,JERMAINE.HERNNDEZ@mail.kkhair.net,4731d91ef5d55a94,1973/06/29
Devon O'Connor,Devon.OConnor-710mail.kkhair.net,5bc119363dcfeb4f,1955/01/20
Rashida van der Kringle,Rashida.Kringle@kandk-hair.co,d8f4ad19ce516d0c,1964/8/23
Tia Greenidge,Tia.Greenidge_754@kandk-hair.co,d2e0b271ae7537ce,2005/04/01
Dwayne Forde,Dwayne.Forde@mail.kkhair.net,b2b2feb26f8a625e,1978/12/18
D’Andre Williams,DANDRE.WILLIAMS@mail.kkhair.net,e28187e934c3f700,1956/8/16
Zoë García,Zo.Garca_985@kkhairemporium.com,259ded8434b6c51e,1978/12/30
Dwayne Ramdeen,Dwayne.Ramdeen@MAIL.KKHAIR.NET,48fc835d36bbf8ac,1956/03/12
Kirsten Singh,Kirsten.Singh@mail.kkhair.net,6baf15402ef20d49,1956-08-03
 Jermaine Jean-Baptiste  ,Jermaine.Jean-Baptiste@loyalty.kkhair.com,e5c02effb76944a6,1966-08-20
Dwayne Best,Dwayne.Best@@mail.kkhair.net,5a7414a9d2df9dee,1961/02/14
Rohan Baptiste,Rohan.Baptiste.389@loyalty.kkhair.com,1c5a2afaa381ce30,1955-09-17
 Jermaine Williams  ,JERMAINE.WILLIAMS@loyalty.kkhair.com,4cafa16209e280ff,1971/05/11
D’Andre O'Connor Williams,DAndre.Williams@loyalty.kkhair.com,579ec8d25c286c73,1990/06
 Renée Forde  ,Rene.Forde@kkhairemporium.com,1ab91f25c3a95f01,2006/06
Zoë Singh,ZO.SINGH@loyalty.kkhair.com,f0d6044577b4ef3b,1972/05/24 
Latoya Brathwaite,Latoya.Brathwaite@kkhairemporium.com,dff88fd26edc6c9c,1976/09/24
Latoya Grant,LATOYA.GRANT@loyalty.kkhair.com,d0fd528bfe7dc0a3,1963/05/10
Sofía Alleyne Greenidge,Sofa.Greenidge@mail.kkhair.net,2fabf745101a0a9b,1994/04
Jéssica Dottin,Jssica.Dottin@loyalty.kkhair.com,f6ed71fe77dcd0ff,1984/03/28
Kareem Williams,Kareem.Williams@loyalty.kkhair.com,a2e190faa60b6caf,2001/10
Latoya Jean-Baptiste,LATOYA.JEAN-BAPTISTE@kandk-hair.co,86d3de56cdad1cff,1986/05/23
D’Andre Brathwaite,DAndre.Brathwaite@loyalty.kkhair.com,2b1e973cc03d32ab,1994-03-07
Tia  Jean-Baptiste,Tia.Jean-Baptiste@ loyalty.kkhair.com,c9f459ba3f177b29,1971/7/4
Jamal Grant Singh,JAMAL.SINGH@mail.kkhair.net,079c353b13c8a8dc,1988/03/02
Andre van der Kringle,ANDRE.KRINGLE_668@kandk-hair.co,883b5d89b4d9b823,1996/07/12
Shanice Pérez,Shanice.Prez_334@LOYALTY.KKHAIR.COM,bb20b84b4fa0bc18,2002/02/25
Kirsten Baptiste,Kirsten.Baptiste@mail.kkhair.net,498626dfbf5cd80a,1992/12/02
D’Andre De la Cruz,DANDRE.CRUZ-287@kkhairemporium.com,82a20cd0d57cb1ZZ,1991/10/26
Dwayne Morris Hernández,Dwayne.Hernndez@kkhairemporium.com,5391e7f61e286060,1968-11-28
Jamal Hernández,JAMAL.HERNNDEZ@kandk-hair.co,b972c9b8e11f58d6,2001/12
D’Andre Campbell,DANDRE.CAMPBELL_215@#.kandk-hair.co,0d55c162c84cc773,1981-04-09
Mikaël St. Clair-Jean-Baptiste,Mikal.Clair-Jean-Baptiste@kandk-hair.co,045cf31cdad05956,1994/12/28
Kofi St. Clair,Kofi.Clair@mail.kkhair.net,83599b9de626e2f8,1955/01/18
Jermaine Thompson,Jermaine.Thompson@KKHAIREMPORIUM.COM,2a94c1e4923d8685,1961/04/03
Kofi Williams,Kofi.Williams@@kkhairemporium.com,9336f379d730f1fd,1983/10/27
Jamal De la Cruz,JAMAL.CRUZ@kandk-hair.co,e80b50ab1bf428e4,2000-05-02
Keisha Dottin,Keisha.Dottin@loyalty.kkhair.com,b06bd3d5e382685f,1999/05
Dwayne Williams,Dwayne.Williams@kandk-hair.co,ebe473d24427a332,1973-08-12
Andre Dottin,ANDRE.DOTTIN@domain_with_space.KKHAIREMPORIUM.COM,6e2b372e98706e8e,1975/10/02
Khadija Williams,Khadija.Williams_798@kkhairemporium.com,,
Latoya Ramdeen,Latoya.Ramdeen@kandk-hair.co,949d8f74ba1da40a,1974/08/20
Tanesha Brathwaite,Tanesha.Brathwaite@kkhairemporium.com,80513cfa71027829,1986/04/27
D’Andre Thompson,DAndre.Thompson@loyalty.kkhair.com,353cb5b13ba0973a,1994/05/27
Tia Johnson,Tia.Johnson@mail.kkhair.net,5ea2899009ca8c74,1980/12/11
Jermaine Johnson,Jermaine.Johnson@mail.kkhair.net,f0bdea30bd6df198,1997/11/01
José Singh,Jos.Singh-646@kandk-hair.co,50a0a60e5ff44fca,2004/11/28
Andre Baptiste,Andre.Baptiste@mail.kkhair.net,5b13c2bdf1f461ZZ,1972/08
Chloë Holder,Chlo.Holder@loyalty.kkhair.com,b3240671bcdd8469,2005/01/10
Renée Pérez-Greenidge,Rene.Prez-Greenidge@loyalty.kkhair.com,825de5ff8fc2190e,1969/11/02
Keisha Williams,KEISHA.WILLIAMSmail.kkhair.net,2203a9bce727f112,1996/5/16
 Keisha García  ,Keisha.Garca@KANDK-HAIR.CO,a287a18f22019a12,1976/09/30
 Tyrone Brathwaite  ,Tyrone.Brathwaite-886@loyalty.kkhair.com,3393c1b02fabf15c,2004/03/14
Renée Best,RENE.BEST@MAIL.KKHAIR.NET,c2e01d287dbf47ec,1964/05/26
Khadija van der Kringle,KHADIJA.KRINGLE@MAIL.KKHAIR.NET,5e5bf76de81351b8,1996/09/29
D’Andre Forde,DAndre.Forde.408@kandk-hair.co,4cbc6c14b7cf6414,1979/10/02 
Khadija Grant,Khadija.Grant@kandk-hair.co,7fb099e1a718f04f,2006-10-05
Aaliyah Baptiste,Aaliyah.Baptiste@kkhairemporium.com,136a58e22efb0b36,1965/10/19
Tyrone Pérez,TYRONE.PREZ@mail.kkhair.net,36f6924a27dc96d9,1993/05/10 
Rashida Greenidge,Rashida.Greenidge@kandk-hair.co,73c04a04f080097d,1993/06/18
Jéssica Joseph,JSSICA.JOSEPH@mail.kkhair.net,ce52dc00cc25f195,2003/10/31
Zoë Clarke,Zo.Clarke@loyalty.kkhair.com,0ddd91af970f06e5,1985/01/01
Rohan St. Clair Jean-Baptiste,Rohan.Jean-Baptiste@mail.kkhair.net,90e8c803aee9dc43,1998/08/01
José Best,JOS.BEST-793@loyalty.kkhair.com,8dd5dd217bcbf819,1962/02/08
Devon Pérez,DEVON.PREZ@,c4f950a54ae61f65,1990/08/08 
Kirsten Núñez,Kirsten.Nez@mail.kkhair.net,bb6fabfa5182ba55,1959/06/18
José van der Kringle,Jos.Kringle@MAIL.KKHAIR.NET,e995572c84344dbb,1997/02/24
Jéssica Campbell,Jssica.Campbell@mail.kkhair.net,e8a0f63452325c94,2000-10-31
Tia De la Cruz,TIA.CRUZ@kandk-hair.co,7effa56d6c39b883,2003/12/04
Anaïs O'Connor,ANAS.OCONNOR@kandk-hair.co,1430015fd9be10b3,1984/03
Dwayne De la Cruz,Dwayne.Cruz@MAIL.KKHAIR.NET,399883c8ac586804,1995/01/30
Keisha van der Kringle,Keisha.Kringle@kkhairemporium.com,8780205cbaec9ebd,1990/06/03 
Anaïs Johnson,ANAS.JOHNSON@mail.kkhair.net,2d461c3b1f31dc3c,1974/10/05
 Tanesha Singh  ,TANESHA.SINGH@kandk-hair.co,ccd5e85701e2a8fa,1986-11-04
Jéssica García,Jssica.Garca@kkhairemporium.com,32b327c008e19d99,1960/05/19
Renée Morris,Rene.Morris@LOYALTY.KKHAIR.COM,0ab4808ffaf590ZZ,1987-10-16
Noël Joseph,NOL.JOSEPH@KKHAIREMPORIUM.COM,5d57bb8688527033,1985/05/27
Anaïs Brathwaite,Anas.Brathwaite@#.LOYALTY.KKHAIR.COM,,
Sofía St. Clair,SOFA.CLAIR@kkhairemporium.com,cd6f27ef00a75254,1975/01/03
Devon De la Cruz,DEVON.CRUZ@mail.kkhair.net,5fbf317d60bcad5a,1989/05/22
Shanice  Campbell,Shanice.Campbell@loyalty.kkhair.com,6722197971ffac85,1965/11/26
Khadija Johnson,Khadija.Johnson@kandk-hair.co,230b73102e5a27c5,2003/09/26
Rashida Clarke,RASHIDA.CLARKE@@loyalty.kkhair.com,8c3f71b2a36740ce,1968/6/10
Sade  Jean-Baptiste,Sade.Jean-Baptiste@kkhairemporium.com,078bb9c9513304%^,1986-03-24
Chloë Grant,Chlo.Grant@mail.kkhair.net,fc92894f3e9a629b,1986-11-10
D’Andre Singh-Joseph,DAndre.Singh-Joseph@,b5aa62682ed550b9,1999/02/13 
 Kofi van der Kringle  ,Kofi.Kringle@kandk-hair.co,ebc5a18b12974be0,2006/12/10
Andre Dottin,Andre.Dottin@kkhairemporium.com,7903dfec4230a0f3,1958/02/21
Latoya Best,LATOYA.BEST-185@mail.kkhair.net,ca3827960ec74ec2,1993-09-15
Tanesha Thompson,Tanesha.Thompson@kkhairemporium.com,68ef7b938abd9e62,1990/07/26
Latoya Joseph,Latoya.Joseph@kkhairemporium.com,e68c1e6d6286226e,1968/08/11
Zoë Baptiste,Zo.Baptiste@kandk-hair.co,526cf2d17792fec0,1999/3/29
Jermaine Singh,Jermaine.Singh@kandk-hair.co,59d32ad571cf028c,1962/8/5
Anaïs Greenidge,Anas.Greenidge_823@kandk-hair.co,d87dc77fbd28b7af,1999/06/30
Andre  Grant,Andre.Grant@MAIL.KKHAIR.NET,307ed65907096f82,1994/03/18
Aaliyah De la Cruz,AALIYAH.CRUZ@kkhairemporium.com,0f0ac1aaf6931c00,1989/01/18
Noël Singh,Nol.Singh@LOYALTY.KKHAIR.COM,3ea193906d79e8a3,1990-01-07
Sade  García,Sade.Garca_351@#.mail.kkhair.net,,
Jermaine Alleyne,Jermaine.Alleyne@mail.kkhair.net,a191998e85e1e4b9,1968/07/04
Rashida Hernández Brathwaite,Rashida.Brathwaite_574@loyalty.kkhair.com,5acef9c72ff2c5dd,2002/04/29
Tia Holder,Tia.Holder-231@mail.kkhair.net,1257850050b7ca09,1990/10/31
José Pérez,Jos.Prez@kandk-hair.co,5b1d9206292f75db,1974/1/6
Anaïs Dottin,Anas.Dottin@kkhairemporium.com,279ea2781e82a0b4,1959/08/25
Marlon Johnson,Marlon.Johnson@loyalty.kkhair.com,1ff70a60178655%^,1987/09/07
Renée Holder-Ramdeen,Rene.Holder-Ramdeen@kandk-hair.co,02db9c0e9ad5ace0,1969/01/16
Sofía Charles,Sofa.Charles_306@loyalty.kkhair.com,032516cf52c84d2c,1992/9/15
Aaliyah Forde,Aaliyah.Forde-303@kkhairemporium.com,9c88f31c1c1de7fe,1969-10-05
Jermaine Dottin,Jermaine.Dottin@kandk-hair.co,6109a66860850e%^,1997/01/15 
D’Andre Browne,DAndre.Browne@kkhairemporium.com,71caef4234e3c303,1995/09/20
Jamal Grant,Jamal.Grant@mail.kkhair.net,b2cc1757f0380b1e,1961/11/17 
Jéssica Grant,Jssica.Grant@@kkhairemporium.com,6d7ad1fe79f4983d,1967-12-10
Kirsten  De  la  Cruz,Kirsten.Cruz@loyalty.kkhair.com,ecc78083e88eda54,1990/12/26
Shanice van der Kringle-García,Shanice.Kringle-Garca@kkhairemporium.com,9548b493c06b793f,1986/8/28
Mikaël St. Clair Johnson,Mikal.Johnson@mail.kkhair.net,60551c83ca9147ed,1966/05/16
Renée Jean-Baptiste,RENE.JEAN-BAPTISTE.254@kkhairemporium.com,2d556ecc53b82b21,1966/05/20
 Sade Holder  ,Sade.Holder@kandk-hair.co,fb604d28192dea51,2000/07/29
Noël Browne,Nol.Browne@loyalty.kkhair.com,44abbd08d003a346,1968/9/1
Kareem Pérez,Kareem.Prez@mail.kkhair.net,311d78e9208414__,1997/10/08
Zoë Best,Zo.Best@kandk-hair.co,b4899e0939b1ac66,1993/05/06
Renée Thompson,Rene.Thompson.630@mail.kkhair.net,e96c180a4e387d8f,1973/06/08
Dwayne Thompson,Dwayne.Thompson_927@mail.kkhair.net,f9149abedab35d__,1976/09/09
Dwayne Holder,Dwayne.Holderkandk-hair.co,1463e81421c0fc79,1973/8/17
Tanesha De la Cruz,Tanesha.Cruz@kkhairemporium.com,f4581ab71c237008,2002/08/16
Jéssica Williams,Jssica.Williams@loyalty.kkhair.com,eb03ea0adcba1cac,1999/07/29
Zoë Jean-Baptiste,Zo.Jean-Baptiste.817@,38049a9448459704,1966/10/19
Chloë Baptiste,Chlo.Baptiste@loyalty.kkhair.com,e11c77c14f63adf5,1998/12/13
Noël Campbell,NOL.CAMPBELL@loyalty.kkhair.com,9a5548bce077b18d,1971/12
Devon van der Kringle,Devon.Kringle@kkhairemporium.com,2d99ce9eb5387b__,1989/03/07
Anaïs Lewis,ANAS.LEWIS@kkhairemporium.com,d297916f2b486312,1991/11/24
Dwayne Grant,Dwayne.Grant@mail.kkhair.net,9433f90088211e56,1981/04/29
Shanice Pérez,Shanice.Prez@MAIL.KKHAIR.NET,0b384ef142a7c33a,1962/02/10
 Latoya Thompson  ,Latoya.Thompson@loyalty.kkhair.com,77d13072381035e3,1967/03/06
Chloë Browne,Chlo.Browne@mail.kkhair.net,7cee20f04817b276,1963/09/17
Andre Hernández,Andre.Hernndez@domain_with_space.kkhairemporium.com,f6d0d766b1cccfd0,1985/07/15 
Dwayne Pérez-Ramdeen,DWAYNE.PREZ-RAMDEEN@MAIL.KKHAIR.NET,396df80742ee823f,1984/11/10 
Kirsten Baptiste,Kirsten.Baptiste@mail.kkhair.net,51e106f203074047,1963/09/09
Andre Lewis,Andre.Lewis@mail.kkhair.net,15c059dba42acc86,1995/05/09
Khadija Brathwaite,Khadija.Brathwaite@mail.kkhair.net,53dfc0d120cdae59,1988/02/25
Jéssica Clarke,JSSICA.CLARKE@kkhairemporium.com,319fd02b1778a254,1977/07/24 
Kareem García,Kareem.Garca@mail.kkhair.net,66c2858f82b2d74a,1960/10/10
 Noël Núñez  ,Nol.Nez@ mail.kkhair.net,ad4e7fffca80479f,1980/05/26 
Shanice Campbell,Shanice.Campbell@kandk-hair.co,8fcb602ec5e187a4,2001/08/08
Andre Williams,Andre.Williams@@kkhairemporium.com,e6f2ad3c52f6cf27,1999/06
Aaliyah Núñez,AALIYAH.NEZ@domain_with_space.kandk-hair.co,56a4106927e78a84,1997/11/29
 Anaïs Jean-Baptiste  ,Anas.Jean-Baptisteloyalty.kkhair.com,52135a9cea29bef1,1998-01-26
Khadija Best,Khadija.Best@loyalty.kkhair.com,42258e86a1df516f,1965-08-24
 Andre Campbell-Dottin  ,Andre.Campbell-Dottin@loyalty.kkhair.com,bf865333b8a42f3c,1959/03/27
Kirsten García,Kirsten.Garca@kandk-hair.co,60b75bd5909f18d8,1984/8/24
Kofi Jean-Baptiste,Kofi.Jean-Baptiste@loyalty.kkhair.com,af616f06ef6241bd,1982/06/10
 Keisha Baptiste  ,Keisha.Baptiste@loyalty.kkhair.com,7c4abd28834e1216,1965/11/14 
Khadija Forde,KHADIJA.FORDE_727@kandk-hair.co,7576c939799c550f,1960/1/2
Aaliyah Forde Charles,Aaliyah.Charles_853@loyalty.kkhair.com,d87a443f64948f51,1957/01/07
  Andre  Thompson  Williams    ,Andre.Williams_68@loyalty.kkhair.com,44ff04d19ecfe5bc,1994/02/13
Sade Morris,Sade.Morris_68@kandk-hair.co,d2dcf99df1f33a23,1999/04/30
Zoë Ramdeen,Zo.Ramdeen@MAIL.KKHAIR.NET,98114f885897e6cc,1959/9/6
Kareem St. Clair,Kareem.Clair@kkhairemporium.com,1fe19ba6002f6383,1970/06/09
Sofía van der Kringle,Sofa.Kringlekandk-hair.co,c1e5ca5138ed1de7,1988-07-19
Sofía Lewis-Núñez,Sofa.Lewis-Nez@kkhairemporium.com,cf5d0adb72868551,1959/03/10
Mikaël St. Clair,MIKAL.CLAIR@KKHAIREMPORIUM.COM,546efa1890c7588c,1991-10-06
Renée  Alleyne-Best,RENE.ALLEYNE-BEST@MAIL.KKHAIR.NET,ad57e58c8ac09b22,1957/10/24
Keisha Alleyne,KEISHA.ALLEYNE.146@loyalty.kkhair.com,0f679166f6c3b5cd,1989/04/27
Tanesha Baptiste,Tanesha.Baptiste@KANDK-HAIR.CO,4d8a85fd477c6490,1970/08/07
Jermaine Williams,JERMAINE.WILLIAMS-369@loyalty.kkhair.com,13c65e8b32ca2d0c,1981/07/27
Rohan O'Connor,Rohan.OConnor@mail.kkhair.net,edbb2cdec1546c89,2006/06/09
José Hernández,Jos.Hernndez-135kkhairemporium.com,5b7a0675f309a6a2,1983/07/07
Noël Thompson,Nol.Thompsonloyalty.kkhair.com,be3d32d5b9639a7d,1972/12
Kirsten Singh,KIRSTEN.SINGH@kandk-hair.co,eeac8f8034bb73ea,1955/2/9
 Chloë Morris  ,Chlo.Morris@kkhairemporium.com,,
Rohan  Singh,Rohan.Singh@loyalty.kkhair.com,,
Devon Clarke,Devon.Clarke@kkhairemporium.com,4414a26005b1229e,1994/12
Marlon Thompson,Marlon.Thompson@loyalty.kkhair.com,d1c8816b793ff669,1975/12/20
Jamal  De  la  Cruz,JAMAL.CRUZ@kkhairemporium.com,e5c7c5905784172f,1961/10/3
Anaïs Thompson,Anas.Thompson@loyalty.kkhair.com,0e81b3e06453eea1,1977/07/13
Kareem Hernández,Kareem.Hernndez_506@mail.kkhair.net,535f9d53669bb5bc,1990/09
Kirsten Ramdeen,Kirsten.Ramdeen@kkhairemporium.com,4ade095d8cfb119c,1955/08/09
Aaliyah  Dottin,Aaliyah.Dottin@loyalty.kkhair.com,f2a34a8b7a77a92d,1974/12/29
Jéssica Forde,Jssica.Forde@mail.kkhair.net,9b8520950925da81,2004/02/03
Jéssica Holder,Jssica.Holder@kandk-hair.co,3bc80d05fd30057b,1967-05-03
Zoë Charles,Zo.Charles@KKHAIREMPORIUM.COM,387582e0e34ffd77,1998/07/16
Jamal Best,Jamal.Best@kkhairemporium.com,3737ff868171af5a,1963/02/25
Aaliyah Morris,Aaliyah.Morris@mail.kkhair.net,8ca04298b88e4b9e,1959/12/10
D’Andre Grant,DAndre.Grant@mail.kkhair.net,942737dfa876fff4,1994/08/04
Sofía Williams-Brathwaite,Sofa.Williams-Brathwaite@KKHAIREMPORIUM.COM,6ebb5d7528b31b23,1979/04
Jermaine Williams,JERMAINE.WILLIAMS@KANDK-HAIR.CO,970f598f70f3425b,2003/06/02
Rohan Forde,ROHAN.FORDE@ loyalty.kkhair.com,04eec13473c4afZZ,1956/09
Rashida Browne,Rashida.Browne@domain_with_space.LOYALTY.KKHAIR.COM,5b545a9ca8fc72d2,1986/10/01
Tia Forde,Tia.Forde@loyalty.kkhair.com,,
José Joseph,Jos.Joseph@loyalty.kkhair.com,b95196c5fac8fa1e,1993/09/04
Mikaël Campbell,Mikal.Campbell@kkhairemporium.com,1b6517c270299d83,1998/04
José Baptiste Greenidge,Jos.Greenidge@,cef910e1264bcc20,1955/04/16
Andre Brathwaite,Andre.Brathwaite@kkhairemporium.com,df2139922d7544b3,1978/01/30
José Lewis,Jos.Lewis@kandk-hair.co,4d67b573ea9ef3ZZ,1990-12-10
Kofi Best,Kofi.Best@mail.kkhair.net,9dbee37e3b685e65,1996/08/25
Zoë Clarke,Zo.Clarke@loyalty.kkhair.com,dbfb94070367ec22,1995/12/29
 Sade Morris  ,SADE.MORRIS@loyalty.kkhair.com,0cac94ed605c65ce,1975/04/22
Tyrone Ramdeen,Tyrone.Ramdeen@mail.kkhair.net,a91b9f879fa4f59a,1996/02/10
Jermaine Joseph,Jermaine.Joseph@kkhairemporium.com,5bc6ef635b59bf13,1963/07/10
Marlon Charles,Marlon.Charles@kandk-hair.co,63d2404df94ffa3a,1994/06/14
Keisha Brathwaite,KEISHA.BRATHWAITE@kkhairemporium.com,b3a542dbc261e7e2,1981/02/07
Mikaël Holder,MIKAL.HOLDER@kandk-hair.co,cdd1cb0b4d21ddbb,1973-10-07
Andre  Clarke-Johnson,Andre.Clarke-Johnson@kkhairemporium.com,2ebed031dea44d49,1962/10/05 
Jamal Campbell,Jamal.Campbell@mail.kkhair.net,da3c63e5f3a86d52,1972/7/7
Tyrone Johnson,TYRONE.JOHNSON@KANDK-HAIR.CO,a269cb1dadd7f89f,1962/01
Chloë Morris,Chlo.Morris@mail.kkhair.net,106817a5f3f64162,1994/03/21
Keisha Greenidge,Keisha.Greenidge.56@mail.kkhair.net,ccd940075ca171a4,1963/9/2
Rashida Lewis,RASHIDA.LEWIS.605@mail.kkhair.net,c436a9ac2873b669,2006/09/16
Zoë Campbell,ZO.CAMPBELL_300@mail.kkhair.net,842a2fa0fd727481,1979/08/15
Kirsten Browne,Kirsten.Browne@mail.kkhair.net,ed589a5e96007f1d,1980/09/25
Latoya Holder,Latoya.Holder@loyalty.kkhair.com,5beb08245dc97b08,1983/04/12 
Latoya Forde Browne,Latoya.Browne@mail.kkhair.net,4b3e6d3cb547a1f7,1999/01
Renée van der Kringle,Rene.Kringle@mail.kkhair.net,f81d584c317748ff,1986-06-01
Rashida Holder,RASHIDA.HOLDERloyalty.kkhair.com,09e7bfb879a7c9c3,1998/09/20
 Jermaine Dottin  ,Jermaine.Dottin@mail.kkhair.net,010c2bbb75488abd,1974/01
Devon Núñez Clarke,DEVON.CLARKE@kkhairemporium.com,32e60c7428a4ec__,1971/10/14
Shanice Singh,Shanice.Singh@loyalty.kkhair.com,acc4701bc098c3b0,1967/06/06
José Campbell,JOS.CAMPBELL@,7523214dd47fe637,1977-05-14
Tia Hernández,Tia.Hernndez.982@LOYALTY.KKHAIR.COM,b12a87ae31fe8393,1965/03/29
Dwayne Jean-Baptiste,DWAYNE.JEAN-BAPTISTE@mail.kkhair.net,55cd893c39c57c6a,1960/05/13
Rohan Grant,ROHAN.GRANT_767@kandk-hair.co,a8636af90e9e80e6,1968/08/03
Sade Forde,SADE.FORDE_527@mail.kkhair.net,399a67fb503bc38d,1964/10/17 
Chloë Johnson,CHLO.JOHNSON@loyalty.kkhair.com,d21872c94e5601e0,1989/7/22
